StudentID,RollNumber,Name,Gender,Age,Department,Year,Semester,Subjects,FatherName,MotherName,FatherOccupation,MotherOccupation,Siblings,Phone,Email,Address,City,State,Pincode,CGPA,Attendance,BloodGroup,Hobby,Club,CareerGoal,Hosteller,Scholarship,EmergencyContact
STU03173,2026AIML3173,Jhalak Malhotra,Male,23,AI/ML,3,5,Deep Learning | Natural Language Processing | Elective II | Project I,Balendra Malhotra,Chavvi Malhotra,Farmer,Engineer,2,+91 6195089658,jhalakmalhotra@college.edu,"49/62
Kapur Street",Bhilwara,Odisha,200350,5.63,78,B-,Reading,NCC,Entrepreneur,Yes,None,+91 9660623770
STU02975,2026ME2975,Megha Bali,Female,21,ME,2,4,Dynamics of Machines | Heat Transfer | Machine Design | Elective I,Hardik Bali,Warhi Bali,Government Employee,Doctor,1,+91 6466785510,meghabali@college.edu,"80/846
Tara Chowk",Bhiwandi,Assam,538683,7.92,90,B-,Chess,Robotics Club,Software Engineer,No,SC,+91 7246464371
STU03706,2026EC3706,Zaitra Bumb,Male,20,EC,2,4,Communication Systems | Control Systems | Elective I | Probability & Statistics,Onkar Bumb,Nitara Bumb,Lawyer,Doctor,1,+91 8460790385,zaitrabumb@college.edu,"H.No. 861
Kalla Marg",Buxar,Arunachal Pradesh,784912,7.16,94,O-,Gaming,Photography Club,AI Engineer,No,OBC,+91 7175781989
STU01430,2026RE1430,Dayita Shanker,Male,18,RE,1,2,Mathematics II | Environmental Studies | Electrical Fundamentals | Thermodynamics,Mitesh Shanker,Pavani Shanker,Doctor,Police Officer,3,+91 6244029380,dayitashanker@college.edu,"89/88
Rao Path",Suryapet,Mizoram,042269,5.83,60,A+,Chess,Robotics Club,Research Scientist,Yes,EWS,+91 9773796995
STU00129,2026EC0129,Vasudha Vig,Male,20,EC,2,3,Signals & Systems | Analog Circuits | Microprocessors | Electromagnetics,Gabriel Vig,Lopa Vig,Farmer,Government Employee,3,+91 8859795407,vasudhavig@college.edu,"H.No. 207
Dass Road",Mangalore,Tamil Nadu,130482,6.83,100,B+,Coding,Coding Club,Data Scientist,Yes,None,+91 6795137145
STU03244,2026AIML3244,Aarnav Buch,Female,23,AI/ML,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,Dev Buch,Nilima Buch,Farmer,Businessman,1,+91 8697217740,aarnavbuch@college.edu,"H.No. 399, Mahal Marg",Mehsana,Himachal Pradesh,492159,6.94,69,O-,Robotics,Photography Club,Software Engineer,No,Merit,+91 9813782206
STU01130,2026AIML1130,Ranbir Wason,Female,19,AI/ML,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Ishwar Wason,Vrishti Wason,Doctor,Teacher,4,+91 8126397885,ranbirwason@college.edu,"93
Shere Nagar",Gudivada,Karnataka,098892,7.25,82,B+,Robotics,Music Club,Data Scientist,No,OBC,+91 6242239057
STU00124,2026IIOT0124,Manan Bhatia,Female,17,IIOT,2,3,Sensors & Actuators | Database Systems | Operating Systems | Industrial Automation,Abhiram Bhatia,Pavani Bhatia,Farmer,Lawyer,1,+91 7671421955,mananbhatia@college.edu,"06/639, Bhatt Street",Panchkula,Haryana,637977,5.51,68,AB-,Robotics,Photography Club,Entrepreneur,Yes,SC,+91 6667675359
STU03421,2026CT3421,Shravya Dara,Male,18,CT,3,6,AI Fundamentals | Mobile Computing | Elective III | Project I,Aadi Dara,Yashvi Dara,Farmer,Government Employee,0,+91 8061806338,shravyadara@college.edu,"35/867, Hayer Chowk",Fatehpur,West Bengal,595571,9.43,63,O-,Photography,NCC,Research Scientist,No,OBC,+91 9081229525
STU03271,2026EE3271,Brinda Nadkarni,Female,24,EE,4,7,High Voltage Engineering | Energy Management | Elective IV | Seminar,Girish Nadkarni,Meghana Nadkarni,Engineer,Lawyer,4,+91 6264720505,brindanadkarni@college.edu,"878, Ganesan",Narasaraopet,Uttarakhand,408043,6.08,61,A-,Coding,NSS,Software Engineer,Yes,EWS,+91 9209906662
STU01605,2026EC1605,Rehaan Dani,Female,17,EC,1,2,Mathematics II | Digital Logic | Electronic Devices | Environmental Studies,Mohammed Dani,Vrishti Dani,Government Employee,Businessman,1,+91 8117927099,rehaandani@college.edu,"83/379, Mital Zila",Jalna,Arunachal Pradesh,212207,7.14,88,A-,Music,Photography Club,Research Scientist,No,Merit,+91 6128775424
STU02276,2026ETC2276,Hritik Thakkar,Male,18,ETC,3,6,Wireless Communication | Embedded Systems | Elective III | Project II,Warinder Thakkar,Amruta Thakkar,Doctor,Government Employee,2,+91 6439163968,hritikthakkar@college.edu,"42/890, Kapadia",Kishanganj,Mizoram,268504,5.6,92,AB-,Coding,Robotics Club,Pilot,No,EWS,+91 8117919590
STU03696,2026EC3696,Upkaar Varghese,Female,19,EC,3,5,Digital Communication | VLSI Design | Elective II | Project I,Anthony Varghese,Mekhala Varghese,Doctor,Police Officer,2,+91 6218701064,upkaarvarghese@college.edu,"H.No. 59
Dugal Nagar",Ichalkaranji,Nagaland,145049,7.45,83,B-,Drawing,Sports Club,AI Engineer,No,SC,+91 7522887534
STU03277,2026CT3277,Falguni Patel,Female,23,CT,3,5,Cloud Computing | Cybersecurity | Elective II | Compiler Design,Veer Patel,Nitara Patel,Police Officer,Police Officer,1,+91 8279835970,falgunipatel@college.edu,"H.No. 699, Deep Road",Raipur,Uttar Pradesh,568435,8.29,83,B+,Music,Drama Club,Data Scientist,Yes,Merit,+91 9373914330
STU03056,2026RE3056,Veda Saini,Female,19,RE,1,2,Mathematics II | Environmental Studies | Electrical Fundamentals | Thermodynamics,Parth Saini,Tripti Saini,Engineer,Farmer,3,+91 9666606036,vedasaini@college.edu,"H.No. 668
Dora",Bangalore,Bihar,624677,6.93,65,B-,Gaming,Robotics Club,Research Scientist,Yes,Merit,+91 7634556818
STU01015,2026AIML1015,Yashvi Sridhar,Male,24,AI/ML,4,7,Big Data Analytics | AI Ethics | Elective IV | Seminar,Onkar Sridhar,Vedhika Sridhar,Police Officer,Government Employee,0,+91 6437962007,yashvisridhar@college.edu,"06, Datta Chowk",Berhampore,Mizoram,683329,8.72,88,O-,Football,Photography Club,Data Scientist,No,Merit,+91 8295213858
STU01325,2026IIOT1325,Hemang Patil,Male,23,IIOT,4,8,Digital Twin Technology | IIoT Applications | Elective V | Capstone Project,Jatin Patil,Ekiya Patil,Farmer,Doctor,3,+91 6720755633,hemangpatil@college.edu,"69
Pandey Marg",Jamshedpur,Tripura,158354,7.3,89,A+,Music,NSS,Pilot,No,OBC,+91 8258544633
STU00738,2026ETC0738,Oscar Kadakia,Male,17,ETC,4,8,5G Networks | IoT Communication | Elective V | Capstone Project,Nakul Kadakia,Hiral Kadakia,Government Employee,Government Employee,4,+91 7562696603,oscarkadakia@college.edu,"H.No. 807
Naik Nagar",Hindupur,Odisha,101816,9.81,62,O+,Cricket,Music Club,Pilot,Yes,EWS,+91 7999332905
STU02755,2026CS2755,Kamya Ranganathan,Male,19,CS,3,6,Machine Learning | Cloud Computing | Cybersecurity | Elective II,Qabil Ranganathan,Prisha Ranganathan,Teacher,Farmer,4,+91 9960647182,kamyaranganathan@college.edu,"55/861
Sharma Chowk",Jamshedpur,Punjab,839104,9.3,69,AB+,Robotics,Drama Club,Professor,Yes,OBC,+91 9779950630
STU02876,2026IIOT2876,Samaksh D’Alia,Female,19,IIOT,2,3,Sensors & Actuators | Database Systems | Operating Systems | Industrial Automation,Fiyaz D’Alia,Ladli D’Alia,Lawyer,Government Employee,4,+91 6593596780,samakshd’alia@college.edu,"90/65
Brar Circle",North Dumdum,Telangana,972879,6.45,60,B+,Reading,Music Club,Software Engineer,No,OBC,+91 7567669127
STU02504,2026CS2504,Meghana Mane,Female,22,CS,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Vihaan Mane,Dalaja Mane,Businessman,Government Employee,0,+91 9896465712,meghanamane@college.edu,"H.No. 514, Banerjee",Phusro,Mizoram,679767,8.45,94,O-,Football,Robotics Club,Research Scientist,No,EWS,+91 8938152918
STU00597,2026AIML0597,Manthan Chokshi,Male,19,AI/ML,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,David Chokshi,Damyanti Chokshi,Police Officer,Doctor,2,+91 7467242284,manthanchokshi@college.edu,"H.No. 918, Bava Marg",Kochi,Punjab,876107,7.5,75,B+,Gaming,NCC,Research Scientist,Yes,SC,+91 8479193581
STU01397,2026DS1397,Wazir Raju,Female,20,DS,3,6,Machine Learning | Cloud Computing | Elective III | Project II,Abeer Raju,Pavani Raju,Government Employee,Businessman,2,+91 9251465587,wazirraju@college.edu,"H.No. 78
Sarma Marg",South Dumdum,Kerala,022263,8.27,90,AB+,Photography,Drama Club,Robotics Engineer,No,Merit,+91 7450292830
STU01992,2026ME1992,Bishakha Merchant,Male,23,ME,2,4,Dynamics of Machines | Heat Transfer | Machine Design | Elective I,David Merchant,Yochana Merchant,Businessman,Government Employee,4,+91 7534319954,bishakhamerchant@college.edu,"20, Krish Street",Tiruchirappalli,Bihar,071554,5.7,90,AB-,Robotics,Photography Club,AI Engineer,No,OBC,+91 8305911861
STU00238,2026RE0238,Advaith Tiwari,Female,19,RE,3,5,Energy Auditing | Sustainable Engineering | Elective II | Project I,Ekaraj Tiwari,Rajata Tiwari,Farmer,Doctor,2,+91 9767899933,advaithtiwari@college.edu,"H.No. 84
Pant Path",Bhiwandi,Andhra Pradesh,535702,7.0,87,B+,Football,Photography Club,Robotics Engineer,No,OBC,+91 9362801251
STU01170,2026IIOT1170,Kai Madan,Male,21,IIOT,4,7,Smart Manufacturing | Predictive Maintenance | Elective IV | Seminar,Mason Madan,Saanvi Madan,Teacher,Doctor,2,+91 9078418104,kaimadan@college.edu,"H.No. 69, Sharaf Chowk",Patna,Madhya Pradesh,929947,9.57,73,AB+,Robotics,NCC,Software Engineer,No,EWS,+91 6337601653
STU02772,2026RE2772,Yashawini Borra,Female,19,RE,2,3,Solar Energy Systems | Wind Energy Systems | Hydropower Engineering | Energy Storage,Indrajit Borra,Lila Borra,Doctor,Farmer,3,+91 6447927757,yashawiniborra@college.edu,"55/001, Mangat Path",New Delhi,Sikkim,801782,5.77,74,A+,Photography,Robotics Club,Research Scientist,No,ST,+91 8599097076
STU01266,2026CE1266,Tamanna Biswas,Female,22,CE,3,6,Construction Management | Environmental Engineering | Elective III | Project II,Ekapad Biswas,Mugdha Biswas,Farmer,Teacher,1,+91 6256061174,tamannabiswas@college.edu,"77, Swaminathan Street",Gorakhpur,Maharashtra,372739,8.15,95,O+,Robotics,Drama Club,Robotics Engineer,Yes,ST,+91 9119350510
STU00008,2026ETC0008,Shaurya Raman,Male,17,ETC,3,5,Digital Communication | VLSI Design | Elective II | Project I,Krish Raman,Anamika Raman,Government Employee,Teacher,1,+91 8595708893,shauryaraman@college.edu,"08/064, Luthra Nagar",Bijapur,Gujarat,298540,7.34,100,AB-,Reading,NCC,Professor,Yes,OBC,+91 9162547378
STU02272,2026IIOT2272,Bachittar Batta,Female,22,IIOT,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Maanav Batta,Yoshita Batta,Businessman,Farmer,3,+91 9584110931,bachittarbatta@college.edu,"491, Sharaf Chowk",Vijayanagaram,Rajasthan,940829,8.9,92,A-,Robotics,Sports Club,Robotics Engineer,No,EWS,+91 8084403594
STU03715,2026AE3715,Saksham Srivastava,Male,19,AE,4,7,Advanced Propulsion | Unmanned Aerial Systems | Elective IV | Seminar,Qabil Srivastava,Janani Srivastava,Engineer,Teacher,0,+91 7991288148,sakshamsrivastava@college.edu,"641, Rajan Path",Raurkela Industrial Township,Kerala,637796,5.85,76,A-,Robotics,NSS,Research Scientist,Yes,Merit,+91 6655939092
STU03874,2026ETC3874,Andrew Bhattacharyya,Male,20,ETC,2,4,Communication Systems | Control Systems | Elective I | Probability & Statistics,Tarak Bhattacharyya,Aahana Bhattacharyya,Farmer,Engineer,4,+91 9590171358,andrewbhattacharyya@college.edu,"478, Kara",Cuttack,Bihar,334313,8.08,82,A-,Coding,Photography Club,Robotics Engineer,Yes,OBC,+91 6711175241
STU03464,2026CE3464,Faris Barad,Female,23,CE,2,3,Fluid Mechanics | Structural Analysis | Building Materials | Geotechnical Engineering,Caleb Barad,Harita Barad,Lawyer,Teacher,4,+91 9819461253,farisbarad@college.edu,"48/77
Kadakia Street",Alappuzha,Tamil Nadu,008948,9.53,61,A-,Music,NCC,Research Scientist,Yes,OBC,+91 8650117969
STU00714,2026ME0714,Turvi Warrior,Male,22,ME,4,8,Advanced Manufacturing | Sustainable Engineering | Elective V | Capstone Project,Gautam Warrior,Shravya Warrior,Lawyer,Government Employee,2,+91 7686199568,turviwarrior@college.edu,"H.No. 38, Pant",Pimpri-Chinchwad,Uttar Pradesh,013551,8.75,96,O-,Football,Photography Club,Research Scientist,No,None,+91 8035363802
STU02015,2026DS2015,Leena Mann,Male,21,DS,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Qadim Mann,Radha Mann,Police Officer,Teacher,3,+91 6788011563,leenamann@college.edu,"H.No. 438
Shukla Chowk",Ajmer,Andhra Pradesh,302608,6.24,90,A-,Chess,NCC,Pilot,Yes,Merit,+91 7413195999
STU01410,2026DS1410,Kiaan Lanka,Female,24,DS,4,7,Deep Learning | Natural Language Processing | Elective IV | Seminar,Zashil Lanka,Urvashi Lanka,Government Employee,Government Employee,1,+91 7664000890,kiaanlanka@college.edu,"840
Chandran Nagar",Tiruvottiyur,Uttarakhand,057579,5.86,90,A-,Coding,Drama Club,Pilot,No,SC,+91 6897642942
STU01374,2026CE1374,Gabriel Mangat,Male,24,CE,2,3,Fluid Mechanics | Structural Analysis | Building Materials | Geotechnical Engineering,Ethan Mangat,Leela Mangat,Teacher,Doctor,2,+91 6970255580,gabrielmangat@college.edu,"60/305, Bera Marg",Orai,Meghalaya,365245,8.04,62,A+,Gaming,Drama Club,Entrepreneur,Yes,None,+91 7539548236
STU03074,2026CS3074,Gagan Seshadri,Female,18,CS,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,Ayushman Seshadri,Jagvi Seshadri,Businessman,Engineer,4,+91 6847893215,gaganseshadri@college.edu,"H.No. 63, Sha Path",Rajahmundry,Meghalaya,095148,5.85,100,A+,Reading,Photography Club,Research Scientist,Yes,OBC,+91 9136538608
STU03957,2026ME3957,Nathaniel Ramaswamy,Female,24,ME,2,3,Fluid Mechanics | Manufacturing Processes | Kinematics of Machines | Material Science,Yuvraj Ramaswamy,Lajita Ramaswamy,Farmer,Lawyer,2,+91 6948828808,nathanielramaswamy@college.edu,"H.No. 77, Madan Zila",Vasai-Virar,Punjab,656179,9.16,96,A+,Football,Sports Club,Robotics Engineer,No,EWS,+91 6624537461
STU00538,2026CS0538,Michael Golla,Male,23,CS,3,5,Artificial Intelligence | Web Development | Compiler Design | Elective I,Elijah Golla,Yauvani Golla,Teacher,Police Officer,1,+91 9470068328,michaelgolla@college.edu,"H.No. 874
Dey Zila",Latur,Jharkhand,122318,6.14,63,A-,Coding,Sports Club,Software Engineer,No,SC,+91 8328012861
STU03496,2026DS3496,Kashvi Mukhopadhyay,Male,19,DS,1,2,Mathematics II | Data Structures | Digital Logic | Environmental Studies,Krish Mukhopadhyay,Sachi Mukhopadhyay,Farmer,Engineer,2,+91 6836440788,kashvimukhopadhyay@college.edu,"H.No. 84
Dara Chowk",Shivpuri,Chhattisgarh,794051,6.81,97,B-,Music,Coding Club,Software Engineer,No,ST,+91 9699744458
STU00076,2026RE0076,Michael Pradhan,Male,18,RE,3,5,Energy Auditing | Sustainable Engineering | Elective II | Project I,Gabriel Pradhan,Ubika Pradhan,Doctor,Doctor,3,+91 8646255715,michaelpradhan@college.edu,"H.No. 608, Mannan Zila",Baranagar,West Bengal,132610,6.87,62,A-,Drawing,Sports Club,Professor,No,OBC,+91 9811592250
STU03539,2026RE3539,Kai Sangha,Female,19,RE,4,8,Smart Renewable Systems | Future Energy Technologies | Elective V | Capstone Project,Nathan Sangha,Kavya Sangha,Businessman,Government Employee,0,+91 9419457120,kaisangha@college.edu,"51, D’Alia Chowk",Orai,Assam,107895,7.49,60,B+,Drawing,Sports Club,Professor,Yes,Merit,+91 8415900551
STU00156,2026AE0156,Triya Shetty,Female,24,AE,3,5,Flight Mechanics | Avionics | Elective II | Project I,Andrew Shetty,Dayita Shetty,Doctor,Lawyer,4,+91 8535160631,triyashetty@college.edu,"H.No. 61
Chadha Nagar",Pimpri-Chinchwad,Rajasthan,598632,8.18,85,AB+,Gaming,NCC,Entrepreneur,Yes,OBC,+91 8048706282
STU00711,2026AE0711,Noah Sarraf,Male,23,AE,3,5,Flight Mechanics | Avionics | Elective II | Project I,Shaurya Sarraf,Siya Sarraf,Lawyer,Businessman,4,+91 9933888655,noahsarraf@college.edu,"46/23, Raja Street",Uluberia,Chhattisgarh,965121,6.85,60,O+,Photography,Robotics Club,AI Engineer,No,None,+91 6812504161
STU03420,2026EC3420,Urmi Khatri,Female,18,EC,4,8,5G Networks | IoT Communication | Elective V | Capstone Project,Amol Khatri,Falguni Khatri,Engineer,Farmer,0,+91 8014643485,urmikhatri@college.edu,"527, Grewal Chowk",Proddatur,Uttarakhand,162408,5.67,72,AB-,Robotics,NCC,Robotics Engineer,No,SC,+91 7335885220
STU00509,2026DS0509,Christopher Halder,Female,20,DS,2,3,Algorithms | Database Systems | Operating Systems | Probability & Statistics,Balvan Halder,Nitara Halder,Engineer,Lawyer,2,+91 9440600798,christopherhalder@college.edu,"H.No. 964, Bassi Street",Bangalore,Meghalaya,558418,6.99,73,O-,Football,NCC,Entrepreneur,No,SC,+91 9170869487
STU02830,2026IIOT2830,Michael Jaggi,Female,18,IIOT,3,5,IoT Protocols | Cloud Computing | Elective II | Project I,Wazir Jaggi,Radhika Jaggi,Government Employee,Government Employee,2,+91 9927915593,michaeljaggi@college.edu,"31
Oommen Ganj",Bally,Sikkim,435642,8.56,62,B+,Reading,NCC,Data Scientist,No,OBC,+91 6239689275
STU02943,2026CT2943,Omya Parsa,Male,18,CT,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Girish Parsa,Inaya Parsa,Government Employee,Farmer,4,+91 9991201191,omyaparsa@college.edu,"H.No. 500
Lal Ganj",Surat,Odisha,617545,9.21,82,AB+,Photography,Sports Club,Pilot,No,None,+91 8877852800
STU00250,2026EC0250,Yoshita Mani,Male,19,EC,1,2,Mathematics II | Digital Logic | Electronic Devices | Environmental Studies,Anmol Mani,Udyati Mani,Doctor,Police Officer,0,+91 7101426565,yoshitamani@college.edu,"61/864, Madan Chowk",Barasat,Goa,152363,9.11,85,B+,Football,Sports Club,AI Engineer,No,SC,+91 7608852574
STU03821,2026CE3821,Rachita Wason,Female,23,CE,3,6,Construction Management | Environmental Engineering | Elective III | Project II,Pranav Wason,Nitara Wason,Businessman,Doctor,3,+91 9063135881,rachitawason@college.edu,"39/60, Narayan Nagar",Agartala,Uttar Pradesh,983140,6.08,67,O+,Chess,Robotics Club,AI Engineer,Yes,Merit,+91 8451839827
STU00827,2026AE0827,Mitesh Kalla,Male,24,AE,2,3,Fluid Mechanics | Aerodynamics I | Material Science | Aircraft Structures I,Yagnesh Kalla,Urishilla Kalla,Doctor,Engineer,0,+91 6062990779,miteshkalla@college.edu,"94/51, Goswami",Danapur,Rajasthan,680961,8.9,68,O+,Chess,Coding Club,Research Scientist,Yes,SC,+91 6462244356
STU01084,2026ME1084,Jack Borra,Male,21,ME,2,3,Fluid Mechanics | Manufacturing Processes | Kinematics of Machines | Material Science,Devansh Borra,Indira Borra,Doctor,Businessman,4,+91 7948036685,jackborra@college.edu,"14/420
Bhat",Guntakal,Sikkim,209880,7.46,90,B+,Robotics,NSS,Data Scientist,No,ST,+91 6094966749
STU00263,2026IIOT0263,Damyanti Gola,Female,21,IIOT,3,6,Industrial Robotics | Cybersecurity for IoT | Elective III | Project II,Fitan Gola,Ekani Gola,Businessman,Police Officer,2,+91 9545797097,damyantigola@college.edu,"147
Grover Ganj",Nanded,Karnataka,886834,9.51,67,O-,Coding,Sports Club,Professor,No,SC,+91 6501111838
STU02180,2026EC2180,Guneet Lall,Male,23,EC,4,7,Optical Communication | Satellite Communication | Elective IV | Seminar,Gabriel Lall,Falak Lall,Government Employee,Police Officer,3,+91 6539749132,guneetlall@college.edu,"91/46, Palla Ganj",Sikar,Uttarakhand,080102,9.42,81,A-,Drawing,Robotics Club,Software Engineer,Yes,None,+91 6558480967
STU00563,2026RE0563,Sarthak Bahri,Female,20,RE,3,6,Green Building Design | Hybrid Energy Systems | Elective III | Project II,Shaurya Bahri,Sanya Bahri,Businessman,Farmer,1,+91 6136095535,sarthakbahri@college.edu,"33/606, Narayan Circle",Sirsa,Assam,891247,7.52,63,AB+,Football,Coding Club,Entrepreneur,Yes,OBC,+91 6189285172
STU03911,2026AE3911,Mitesh Lala,Male,21,AE,4,8,Aerospace Systems | Future Flight Technologies | Elective V | Capstone Project,Faraj Lala,Vamakshi Lala,Businessman,Police Officer,3,+91 6463014241,miteshlala@college.edu,"41/239, Padmanabhan Street",Kottayam,Andhra Pradesh,111258,9.35,64,O+,Reading,Music Club,Entrepreneur,No,None,+91 6284655820
STU03585,2026DS3585,Maya Mital,Female,24,DS,1,1,Mathematics I | Physics | Programming Fundamentals | English Communication,Karan Mital,Upma Mital,Businessman,Police Officer,2,+91 8615284146,mayamital@college.edu,"20/609, Dass Street",Deoghar,Maharashtra,674845,8.39,82,AB-,Drawing,NSS,Robotics Engineer,No,None,+91 9261043953
STU03081,2026ME3081,Abhiram Salvi,Female,24,ME,2,4,Dynamics of Machines | Heat Transfer | Machine Design | Elective I,Benjamin Salvi,Vanya Salvi,Doctor,Government Employee,0,+91 9244881221,abhiramsalvi@college.edu,"01/623
Sarkar Road",Orai,Uttarakhand,814882,9.4,87,AB+,Coding,NCC,Pilot,No,SC,+91 8614549898
STU03532,2026IT3532,Siddharth Parikh,Male,17,IT,3,5,Cloud Computing | Cybersecurity | Elective II | Mobile Computing,Ekapad Parikh,Aashi Parikh,Government Employee,Teacher,2,+91 7121646794,siddharthparikh@college.edu,"87/644, Pant Nagar",Gopalpur,Haryana,442136,5.89,88,AB+,Football,Music Club,Robotics Engineer,Yes,None,+91 8646352031
STU01961,2026DS1961,David Bir,Male,18,DS,3,6,Machine Learning | Cloud Computing | Elective III | Project II,Qasim Bir,Gayathri Bir,Farmer,Farmer,0,+91 8603093210,davidbir@college.edu,"15
Buch Zila",Ghaziabad,Jharkhand,168979,6.62,79,AB+,Football,Music Club,Data Scientist,Yes,OBC,+91 8412215915
STU00917,2026EC0917,Wriddhish Chowdhury,Male,18,EC,3,6,Wireless Communication | Embedded Systems | Elective III | Project II,Max Chowdhury,Vedhika Chowdhury,Farmer,Teacher,4,+91 6219833448,wriddhishchowdhury@college.edu,"H.No. 449
Bobal Path",Nagpur,Karnataka,874045,8.1,65,A+,Cricket,Music Club,Software Engineer,Yes,OBC,+91 6844035185
STU02430,2026ME2430,Theodore Agarwal,Female,17,ME,1,2,Mathematics II | Thermodynamics | Strength of Materials | Environmental Studies,Lakshit Agarwal,Urishilla Agarwal,Businessman,Teacher,0,+91 8301835989,theodoreagarwal@college.edu,"26/901, Das Chowk",Davanagere,Kerala,705400,9.78,78,A+,Drawing,NCC,Software Engineer,Yes,OBC,+91 8060475978
STU03142,2026IT3142,Harinakshi Gour,Female,23,IT,4,8,Blockchain Technology | Advanced Web Development | Elective V | Capstone Project,Qadim Gour,Aashi Gour,Doctor,Farmer,1,+91 8333526758,harinakshigour@college.edu,"11/70
Purohit Street",Raurkela Industrial Township,Bihar,429228,7.91,83,B+,Chess,Drama Club,Professor,No,Merit,+91 9028494855
STU01525,2026ME1525,Vivaan Devi,Female,19,ME,4,7,Renewable Energy Systems | Mechatronics | Elective IV | Seminar,Warjas Devi,Pahal Devi,Lawyer,Teacher,4,+91 8737254952,vivaandevi@college.edu,"H.No. 716, Upadhyay Nagar",Ghaziabad,Tamil Nadu,585553,9.1,79,O+,Football,Robotics Club,Professor,Yes,None,+91 8072043016
STU02215,2026EC2215,Lakshmi Shenoy,Female,24,EC,3,6,Wireless Communication | Embedded Systems | Elective III | Project II,Faraj Shenoy,Geetika Shenoy,Businessman,Lawyer,2,+91 9757807939,lakshmishenoy@college.edu,"H.No. 245, Dasgupta Marg",Sambhal,Maharashtra,435163,7.69,71,B+,Cricket,NCC,AI Engineer,Yes,SC,+91 7948028266
STU03964,2026CE3964,Darsh Dalal,Female,17,CE,1,1,Mathematics I | Physics | Engineering Mechanics | English Communication,Neel Dalal,Janani Dalal,Businessman,Businessman,1,+91 9021464981,darshdalal@college.edu,"91/69
Sood Zila",Danapur,Karnataka,703423,8.13,79,A+,Robotics,Drama Club,Research Scientist,Yes,OBC,+91 8823755176
STU00913,2026IT0913,Pushti Bhatia,Male,18,IT,3,5,Cloud Computing | Cybersecurity | Elective II | Mobile Computing,Zashil Bhatia,Wishi Bhatia,Police Officer,Lawyer,1,+91 7773426700,pushtibhatia@college.edu,"H.No. 030, Nanda Zila",Kurnool,Sikkim,244884,6.02,87,O-,Chess,Drama Club,Entrepreneur,Yes,ST,+91 8823855124
STU00428,2026CS0428,Jhalak Chopra,Male,19,CS,4,7,Big Data Analytics | Mobile App Development | Elective III | Project I,Kai Chopra,Chandani Chopra,Teacher,Businessman,1,+91 6720843076,jhalakchopra@college.edu,"973
Srivastava Ganj",Thane,Karnataka,120679,9.84,79,O+,Robotics,Music Club,Entrepreneur,No,Merit,+91 7151702494
STU00034,2026ETC0034,Harita Master,Male,18,ETC,4,7,Optical Communication | Satellite Communication | Elective IV | Seminar,Gaurang Master,Omisha Master,Police Officer,Businessman,1,+91 7528687863,haritamaster@college.edu,"20/05
Borde Street",Saharsa,Kerala,695143,8.72,88,O+,Gaming,Photography Club,Entrepreneur,Yes,EWS,+91 7617065432
STU00631,2026IT0631,Anusha Tella,Male,17,IT,2,3,Database Systems | Operating Systems | Computer Networks | Discrete Mathematics,Samar Tella,Aachal Tella,Farmer,Government Employee,4,+91 6460878991,anushatella@college.edu,"97/59
Sahota Marg",Bihar Sharif,Bihar,307146,9.42,100,O-,Cricket,NSS,Professor,Yes,EWS,+91 8089730537
STU03618,2026RE3618,Waida Ganguly,Female,24,RE,1,2,Mathematics II | Environmental Studies | Electrical Fundamentals | Thermodynamics,Udant Ganguly,Netra Ganguly,Government Employee,Businessman,3,+91 8595607891,waidaganguly@college.edu,"H.No. 98, Malhotra Circle",Serampore,Mizoram,710795,9.68,61,A+,Football,Coding Club,Data Scientist,No,None,+91 8321146072
STU02260,2026CS2260,Dakshesh Thaman,Male,18,CS,4,7,Big Data Analytics | Mobile App Development | Elective III | Project I,Utkarsh Thaman,Mahika Thaman,Lawyer,Teacher,4,+91 9721860303,daksheshthaman@college.edu,"H.No. 042
Sha",Panvel,Assam,150489,7.59,69,O+,Football,NSS,AI Engineer,No,SC,+91 7568962039
STU00042,2026CE0042,Pranit Chander,Male,24,CE,2,4,Hydrology | Transportation Engineering | Concrete Technology | Elective I,Kabir Chander,Divya Chander,Farmer,Businessman,2,+91 6320103603,pranitchander@college.edu,"74/483
Goswami Nagar",Yamunanagar,Manipur,102721,5.68,87,A-,Music,Sports Club,Professor,Yes,None,+91 6677227975
STU02141,2026DS2141,Maanas Deol,Female,20,DS,2,3,Algorithms | Database Systems | Operating Systems | Probability & Statistics,Parth Deol,Ladli Deol,Teacher,Government Employee,4,+91 7742728652,maanasdeol@college.edu,"81/963, Rao Path",Begusarai,Rajasthan,134594,6.08,70,A-,Football,NCC,Research Scientist,Yes,None,+91 8090582338
